,zipcode
9199,98106
9200,98030
9201,98118
9202,98133
9203,98059
9204,98029
9205,98146
9206,98155
9207,98118
9208,98112
9209,98107
9210,98146
9211,98126
9212,98105
9213,98006
9214,98053
9215,98023
9216,98075
9217,98102
9218,98058
9219,98077
9220,98125
9221,98027
9222,98042
9223,98023
9224,98031
9225,98065
9226,98188
9227,98038
9228,98058
9229,98107
9230,98118
9231,98028
9232,98023
9233,98177
9234,98109
9235,98117
9236,98122
9237,98038
9238,98155
9239,98059
9240,98125
9241,98136
9242,98006
9243,98126
9244,98058
9245,98077
9246,98006
9247,98022
9248,98031
9249,98038
9250,98038
9251,98136
9252,98007
9253,98038
9254,98177
9255,98003
9256,98003
9257,98053
9258,98001
9259,98034
9260,98056
9261,98052
9262,98042
9263,98002
9264,98065
9265,98199
9266,98108
9267,98106
9268,98136
9269,98023
9270,98117
9271,98178
9272,98024
9273,98007
9274,98125
9275,98074
9276,98105
9277,98146
9278,98117
9279,98038
9280,98058
9281,98034
9282,98122
9283,98059
9284,98118
9285,98006
9286,98053
9287,98014
9288,98144
9289,98023
9290,98030
9291,98029
9292,98038
9293,98040
9294,98103
9295,98103
9296,98126
9297,98022
9298,98042
9299,98028
9300,98024
9301,98004
9302,98178
9303,98031
9304,98117
9305,98034
9306,98028
9307,98052
9308,98053
9309,98119
9310,98001
9311,98033
9312,98058
9313,98034
9314,98178
9315,98052
9316,98119
9317,98019
9318,98122
9319,98028
9320,98070
9321,98023
9322,98166
9323,98103
9324,98053
9325,98077
9326,98005
9327,98033
9328,98001
9329,98125
9330,98004
9331,98119
9332,98119
9333,98177
9334,98070
9335,98125
9336,98001
9337,98155
9338,98034
9339,98092
9340,98029
9341,98077
9342,98107
9343,98028
9344,98109
9345,98146
9346,98052
9347,98052
9348,98006
9349,98065
9350,98106
9351,98055
9352,98117
9353,98040
9354,98040
9355,98006
9356,98112
9357,98107
9358,98199
9359,98053
9360,98059
9361,98074
9362,98045
9363,98006
9364,98178
9365,98028
9366,98077
9367,98058
9368,98117
9369,98001
9370,98029
9371,98115
9372,98075
9373,98115
9374,98045
9375,98004
9376,98103
9377,98042
9378,98178
9379,98002
9380,98116
9381,98019
9382,98040
9383,98177
9384,98023
9385,98072
9386,98075
9387,98115
9388,98166
9389,98006
9390,98004
9391,98102
9392,98023
9393,98065
9394,98115
9395,98168
9396,98059
9397,98103
9398,98027
9399,98028
9400,98188
9401,98072
9402,98118
9403,98146
9404,98144
9405,98092
9406,98034
9407,98002
9408,98168
9409,98108
9410,98155
9411,98115
9412,98126
9413,98022
9414,98031
9415,98198
9416,98155
9417,98075
9418,98053
9419,98077
9420,98007
9421,98119
9422,98031
9423,98033
9424,98155
9425,98177
9426,98023
9427,98038
9428,98059
9429,98119
9430,98092
9431,98148
9432,98118
9433,98033
9434,98107
9435,98042
9436,98058
9437,98115
9438,98029
9439,98136
9440,98038
9441,98059
9442,98125
9443,98125
9444,98075
9445,98118
9446,98188
9447,98058
9448,98198
9449,98103
9450,98031
9451,98053
9452,98119
9453,98133
9454,98146
9455,98166
9456,98125
9457,98045
9458,98199
9459,98038
9460,98118
9461,98024
9462,98126
9463,98133
9464,98136
9465,98055
9466,98034
9467,98006
9468,98034
9469,98146
9470,98119
9471,98031
9472,98108
9473,98092
9474,98019
9475,98077
9476,98072
9477,98136
9478,98125
9479,98042
9480,98103
9481,98118
9482,98178
9483,98053
9484,98133
9485,98065
9486,98058
9487,98115
9488,98102
9489,98105
9490,98029
9491,98115
9492,98045
9493,98023
9494,98072
9495,98027
9496,98148
9497,98155
9498,98166
9499,98144
9500,98133
9501,98155
9502,98125
9503,98052
9504,98033
9505,98052
9506,98116
9507,98040
9508,98034
9509,98168
9510,98031
9511,98034
9512,98042
9513,98118
9514,98112
9515,98178
9516,98058
9517,98023
9518,98125
9519,98003
9520,98053
9521,98112
9522,98056
9523,98006
9524,98072
9525,98042
9526,98033
9527,98166
9528,98027
9529,98105
9530,98092
9531,98027
9532,98133
9533,98146
9534,98117
9535,98023
9536,98155
9537,98056
9538,98038
9539,98125
9540,98029
9541,98106
9542,98103
9543,98001
9544,98065
9545,98103
9546,98118
9547,98022
9548,98028
9549,98125
9550,98118
9551,98065
9552,98133
9553,98136
9554,98155
9555,98003
9556,98008
9557,98022
9558,98118
9559,98006
9560,98032
9561,98168
9562,98115
9563,98022
9564,98116
9565,98031
9566,98058
9567,98055
9568,98053
9569,98118
9570,98116
9571,98133
9572,98155
9573,98033
9574,98168
9575,98023
9576,98027
9577,98112
9578,98033
9579,98052
9580,98112
9581,98023
9582,98006
9583,98059
9584,98070
9585,98178
9586,98102
9587,98004
9588,98072
9589,98117
9590,98023
9591,98019
9592,98040
9593,98034
9594,98116
9595,98178
9596,98006
9597,98003
9598,98116
9599,98027
9600,98188
9601,98001
9602,98031
9603,98166
9604,98117
9605,98040
9606,98034
9607,98115
9608,98019
9609,98052
9610,98146
9611,98040
9612,98126
9613,98002
9614,98122
9615,98126
9616,98168
9617,98042
9618,98001
9619,98072
9620,98075
9621,98003
9622,98003
9623,98107
9624,98136
9625,98058
9626,98106
9627,98103
9628,98074
9629,98059
9630,98034
9631,98058
9632,98112
9633,98042
9634,98106
9635,98112
9636,98126
9637,98118
9638,98059
9639,98001
9640,98033
9641,98038
9642,98144
9643,98118
9644,98103
9645,98178
9646,98117
9647,98033
9648,98118
9649,98040
9650,98106
9651,98055
9652,98146
9653,98092
9654,98042
9655,98027
9656,98198
9657,98125
9658,98006
9659,98126
9660,98075
9661,98042
9662,98072
9663,98072
9664,98166
9665,98053
9666,98155
9667,98125
9668,98105
9669,98075
9670,98155
9671,98168
9672,98005
9673,98106
9674,98006
9675,98056
9676,98052
9677,98115
9678,98053
9679,98074
9680,98112
9681,98005
9682,98117
9683,98103
9684,98133
9685,98005
9686,98007
9687,98199
9688,98118
9689,98168
9690,98092
9691,98105
9692,98115
9693,98052
9694,98074
9695,98032
9696,98117
9697,98053
9698,98146
9699,98092
9700,98177
9701,98125
9702,98133
9703,98166
9704,98106
9705,98006
9706,98019
9707,98058
9708,98198
9709,98112
9710,98178
9711,98199
9712,98007
9713,98011
9714,98178
9715,98028
9716,98006
9717,98022
9718,98001
9719,98029
9720,98006
9721,98144
9722,98105
9723,98011
9724,98045
9725,98038
9726,98004
9727,98133
9728,98052
9729,98034
9730,98198
9731,98053
9732,98070
9733,98107
9734,98065
9735,98005
9736,98053
9737,98052
9738,98007
9739,98059
9740,98112
9741,98027
9742,98045
9743,98042
9744,98117
9745,98029
9746,98133
9747,98198
9748,98074
9749,98030
9750,98033
9751,98106
9752,98032
9753,98136
9754,98065
9755,98034
9756,98006
9757,98092
9758,98006
9759,98031
9760,98116
9761,98055
9762,98126
9763,98004
9764,98058
9765,98126
9766,98118
9767,98117
9768,98107
9769,98022
9770,98070
9771,98075
9772,98075
9773,98144
9774,98109
9775,98001
9776,98118
9777,98168
9778,98108
9779,98053
9780,98199
9781,98155
9782,98118
9783,98107
9784,98125
9785,98117
9786,98058
9787,98033
9788,98118
9789,98072
9790,98074
9791,98001
9792,98022
9793,98146
9794,98103
9795,98001
9796,98108
9797,98107
9798,98198
9799,98117
9800,98119
9801,98074
9802,98006
9803,98058
9804,98119
9805,98002
9806,98103
9807,98122
9808,98001
9809,98040
9810,98058
9811,98199
9812,98106
9813,98177
9814,98002
9815,98118
9816,98042
9817,98005
9818,98102
9819,98122
9820,98029
9821,98024
9822,98144
9823,98065
9824,98052
9825,98166
9826,98136
9827,98092
9828,98133
9829,98030
9830,98027
9831,98092
9832,98006
9833,98031
9834,98055
9835,98116
9836,98115
9837,98107
9838,98033
9839,98052
9840,98034
9841,98103
9842,98006
9843,98115
9844,98029
9845,98107
9846,98008
9847,98177
9848,98103
9849,98188
9850,98125
9851,98022
9852,98146
9853,98010
9854,98168
9855,98005
9856,98116
9857,98006
9858,98117
9859,98003
9860,98118
9861,98038
9862,98058
9863,98112
9864,98125
9865,98133
9866,98011
9867,98109
9868,98178
9869,98119
9870,98002
9871,98058
9872,98122
9873,98155
9874,98028
9875,98074
9876,98033
9877,98177
9878,98006
9879,98038
9880,98117
9881,98027
9882,98112
9883,98117
9884,98038
9885,98116
9886,98122
9887,98070
9888,98199
9889,98056
9890,98133
9891,98117
9892,98117
9893,98055
9894,98188
9895,98177
9896,98168
9897,98133
9898,98166
9899,98056
9900,98002
9901,98118
9902,98045
9903,98148
9904,98198
9905,98010
9906,98022
9907,98144
9908,98006
9909,98053
9910,98019
9911,98058
9912,98002
9913,98065
9914,98034
9915,98059
9916,98077
9917,98027
9918,98112
9919,98033
9920,98038
9921,98136
9922,98019
9923,98038
9924,98112
9925,98059
9926,98155
9927,98058
9928,98045
9929,98065
9930,98031
9931,98055
9932,98008
9933,98024
9934,98178
9935,98023
9936,98102
9937,98040
9938,98055
9939,98122
9940,98133
9941,98003
9942,98168
9943,98103
9944,98146
9945,98155
9946,98072
9947,98056
9948,98125
9949,98004
9950,98072
9951,98144
9952,98115
9953,98136
9954,98074
9955,98027
9956,98146
9957,98019
9958,98029
9959,98039
9960,98042
9961,98059
9962,98034
9963,98038
9964,98002
9965,98074
9966,98053
9967,98168
9968,98070
9969,98011
9970,98040
9971,98034
9972,98115
9973,98198
9974,98166
9975,98042
9976,98034
9977,98042
9978,98122
9979,98034
9980,98045
9981,98116
9982,98058
9983,98042
9984,98029
9985,98053
9986,98001
9987,98039
9988,98059
9989,98034
9990,98166
9991,98027
9992,98118
9993,98144
9994,98028
9995,98040
9996,98178
9997,98092
9998,98030
9999,98034
10000,98105
10001,98052
10002,98055
10003,98155
10004,98059
10005,98198
10006,98074
10007,98144
10008,98008
10009,98116
10010,98072
10011,98040
10012,98146
10013,98011
10014,98001
10015,98038
10016,98118
10017,98028
10018,98105
10019,98126
10020,98056
10021,98038
10022,98155
10023,98118
10024,98166
10025,98155
10026,98040
10027,98118
10028,98103
10029,98002
10030,98112
10031,98115
10032,98042
10033,98053
10034,98028
10035,98075
10036,98125
10037,98052
10038,98103
10039,98023
10040,98107
10041,98056
10042,98055
10043,98023
10044,98033
10045,98077
10046,98045
10047,98133
10048,98030
10049,98144
10050,98117
10051,98028
10052,98038
10053,98168
10054,98033
10055,98092
10056,98077
10057,98155
10058,98105
10059,98168
10060,98178
10061,98058
10062,98003
10063,98118
10064,98119
10065,98002
10066,98004
10067,98024
10068,98038
10069,98155
10070,98126
10071,98028
10072,98122
10073,98004
10074,98038
10075,98116
10076,98023
10077,98034
10078,98092
10079,98133
10080,98011
10081,98058
10082,98116
10083,98115
10084,98052
10085,98058
10086,98058
10087,98008
10088,98122
10089,98038
10090,98115
10091,98003
10092,98122
10093,98115
10094,98029
10095,98133
10096,98042
10097,98019
10098,98115
10099,98108
10100,98002
10101,98125
10102,98133
10103,98116
10104,98010
10105,98133
10106,98059
10107,98029
10108,98058
10109,98010
10110,98045
10111,98052
10112,98103
10113,98002
10114,98003
10115,98056
10116,98022
10117,98056
10118,98052
10119,98103
10120,98034
10121,98146
10122,98106
10123,98126
10124,98023
10125,98112
10126,98002
10127,98038
10128,98146
10129,98075
10130,98112
10131,98055
10132,98007
10133,98042
10134,98034
10135,98031
10136,98030
10137,98038
10138,98058
10139,98198
10140,98034
10141,98116
10142,98144
10143,98122
10144,98105
10145,98166
10146,98133
10147,98072
10148,98118
10149,98199
10150,98058
10151,98155
10152,98052
10153,98117
10154,98126
10155,98115
10156,98178
10157,98001
10158,98034
10159,98053
10160,98119
10161,98033
10162,98118
10163,98133
10164,98002
10165,98122
10166,98074
10167,98092
10168,98045
10169,98074
10170,98042
10171,98119
10172,98010
10173,98052
10174,98199
10175,98058
10176,98059
10177,98103
10178,98146
10179,98103
10180,98077
10181,98178
10182,98023
10183,98033
10184,98038
10185,98133
10186,98052
10187,98115
10188,98034
10189,98004
10190,98103
10191,98136
10192,98052
10193,98038
10194,98116
10195,98106
10196,98116
10197,98042
10198,98074
10199,98119
10200,98006
10201,98055
10202,98117
10203,98042
10204,98118
10205,98038
10206,98122
10207,98003
10208,98034
10209,98004
10210,98032
10211,98008
10212,98177
10213,98118
10214,98146
10215,98117
10216,98122
10217,98103
10218,98053
10219,98115
10220,98075
10221,98004
10222,98075
10223,98107
10224,98092
10225,98146
10226,98053
10227,98177
10228,98177
10229,98059
10230,98033
10231,98146
10232,98001
10233,98052
10234,98029
10235,98198
10236,98103
10237,98125
10238,98058
10239,98002
10240,98103
10241,98133
10242,98126
10243,98002
10244,98092
10245,98008
10246,98029
10247,98117
10248,98125
10249,98105
10250,98006
10251,98115
10252,98014
10253,98028
10254,98006
10255,98199
10256,98042
10257,98055
10258,98006
10259,98116
10260,98118
10261,98105
10262,98155
10263,98198
10264,98108
10265,98177
10266,98109
10267,98144
10268,98053
10269,98177
10270,98029
10271,98040
10272,98117
10273,98034
10274,98155
10275,98052
10276,98199
10277,98053
10278,98136
10279,98059
10280,98002
10281,98074
10282,98053
10283,98102
10284,98119
10285,98177
10286,98039
10287,98107
10288,98107
10289,98074
10290,98133
10291,98055
10292,98056
10293,98042
10294,98003
10295,98011
10296,98115
10297,98112
10298,98126
10299,98122
10300,98092
10301,98198
10302,98042
10303,98133
10304,98024
10305,98155
10306,98052
10307,98074
10308,98053
10309,98072
10310,98166
10311,98199
10312,98177
10313,98107
10314,98117
10315,98059
10316,98055
10317,98023
10318,98146
10319,98042
10320,98117
10321,98056
10322,98006
10323,98092
10324,98146
10325,98117
10326,98033
10327,98052
10328,98146
10329,98103
10330,98119
10331,98188
10332,98074
10333,98117
10334,98039
10335,98136
10336,98107
10337,98075
10338,98006
10339,98040
10340,98144
10341,98133
10342,98155
10343,98178
10344,98117
10345,98042
10346,98144
10347,98056
10348,98034
10349,98118
10350,98024
10351,98052
10352,98118
10353,98056
10354,98001
10355,98136
10356,98136
10357,98023
10358,98059
10359,98126
10360,98199
10361,98052
10362,98042
10363,98126
10364,98034
10365,98034
10366,98102
10367,98040
10368,98103
10369,98118
10370,98006
10371,98038
10372,98126
10373,98007
10374,98105
10375,98103
10376,98115
10377,98144
10378,98052
10379,98059
10380,98053
10381,98106
10382,98011
10383,98008
10384,98029
10385,98052
10386,98045
10387,98118
10388,98177
10389,98042
10390,98023
10391,98126
10392,98118
10393,98059
10394,98065
10395,98038
10396,98029
10397,98029
10398,98122
10399,98001
10400,98005
10401,98030
10402,98115
10403,98001
10404,98004
10405,98001
10406,98011
10407,98029
10408,98034
10409,98033
10410,98125
10411,98007
10412,98023
10413,98052
10414,98038
10415,98198
10416,98058
10417,98045
10418,98077
10419,98042
10420,98038
10421,98075
10422,98055
10423,98070
10424,98118
10425,98058
10426,98027
10427,98058
10428,98053
10429,98199
10430,98008
10431,98034
10432,98168
10433,98030
10434,98042
10435,98039
10436,98023
10437,98002
10438,98166
10439,98038
10440,98119
10441,98112
10442,98155
10443,98042
10444,98122
10445,98052
10446,98032
10447,98008
10448,98038
10449,98198
10450,98177
10451,98106
10452,98065
10453,98144
10454,98116
10455,98133
10456,98115
10457,98008
10458,98059
10459,98040
10460,98052
10461,98024
10462,98118
10463,98109
10464,98133
10465,98115
10466,98122
10467,98038
10468,98055
10469,98014
10470,98103
10471,98115
10472,98040
10473,98059
10474,98042
10475,98034
10476,98030
10477,98029
10478,98133
10479,98115
10480,98042
10481,98053
10482,98177
10483,98178
10484,98199
10485,98001
10486,98092
10487,98034
10488,98117
10489,98126
10490,98002
10491,98118
10492,98146
10493,98115
10494,98117
10495,98028
10496,98056
10497,98126
10498,98144
10499,98118
10500,98168
10501,98105
10502,98107
10503,98030
10504,98056
10505,98155
10506,98117
10507,98077
10508,98030
10509,98028
10510,98103
10511,98103
10512,98144
10513,98103
10514,98065
10515,98002
10516,98004
10517,98074
10518,98105
10519,98115
10520,98118
10521,98059
10522,98065
10523,98103
10524,98072
10525,98052
10526,98065
10527,98117
10528,98008
10529,98103
10530,98117
10531,98117
10532,98133
10533,98004
10534,98027
10535,98146
10536,98115
10537,98059
10538,98133
10539,98115
10540,98168
10541,98038
10542,98055
10543,98146
10544,98177
10545,98108
10546,98022
10547,98115
10548,98070
10549,98042
10550,98146
10551,98178
10552,98052
10553,98199
10554,98198
10555,98126
10556,98008
10557,98103
10558,98166
10559,98070
10560,98118
10561,98055
10562,98155
10563,98074
10564,98107
10565,98065
10566,98027
10567,98116
10568,98029
10569,98030
10570,98008
10571,98155
10572,98144
10573,98031
10574,98155
10575,98031
10576,98007
10577,98177
10578,98146
10579,98074
10580,98042
10581,98019
10582,98092
10583,98144
10584,98023
10585,98092
10586,98115
10587,98178
10588,98027
10589,98115
10590,98056
10591,98033
10592,98119
10593,98116
10594,98112
10595,98070
10596,98092
10597,98031
10598,98155
10599,98072
10600,98023
10601,98053
10602,98030
10603,98146
10604,98126
10605,98126
10606,98122
10607,98038
10608,98040
10609,98058
10610,98117
10611,98058
10612,98116
10613,98052
10614,98056
10615,98006
10616,98065
10617,98106
10618,98027
10619,98102
10620,98178
10621,98053
10622,98199
10623,98122
10624,98033
10625,98004
10626,98052
10627,98115
10628,98059
10629,98155
10630,98198
10631,98133
10632,98133
10633,98065
10634,98133
10635,98092
10636,98188
10637,98014
10638,98052
10639,98052
10640,98023
10641,98056
10642,98198
10643,98146
10644,98177
10645,98115
10646,98006
10647,98144
10648,98005
10649,98040
10650,98019
10651,98033
10652,98126
10653,98119
10654,98031
10655,98074
10656,98028
10657,98077
10658,98136
10659,98075
10660,98107
10661,98042
10662,98058
10663,98031
10664,98075
10665,98058
10666,98103
10667,98001
10668,98033
10669,98092
10670,98010
10671,98115
10672,98178
10673,98006
10674,98052
10675,98007
10676,98198
10677,98133
10678,98042
10679,98058
10680,98006
10681,98031
10682,98019
10683,98116
10684,98115
10685,98103
10686,98004
10687,98178
10688,98038
10689,98188
10690,98006
10691,98034
10692,98177
10693,98014
10694,98005
10695,98005
10696,98033
10697,98075
10698,98058
10699,98144
10700,98112
10701,98074
10702,98168
10703,98008
10704,98042
10705,98168
10706,98107
10707,98030
10708,98045
10709,98038
10710,98014
10711,98092
10712,98118
10713,98040
10714,98166
10715,98045
10716,98178
10717,98112
10718,98092
10719,98027
10720,98042
10721,98118
10722,98029
10723,98006
10724,98103
10725,98001
10726,98001
10727,98115
10728,98034
10729,98058
10730,98125
10731,98117
10732,98042
10733,98155
10734,98199
10735,98029
10736,98055
10737,98103
10738,98106
10739,98011
10740,98056
10741,98023
10742,98045
10743,98168
10744,98116
10745,98125
10746,98058
10747,98059
10748,98040
10749,98075
10750,98007
10751,98155
10752,98007
10753,98198
10754,98040
10755,98146
10756,98177
10757,98106
10758,98003
10759,98133
10760,98033
10761,98042
10762,98055
10763,98133
10764,98052
10765,98115
10766,98005
10767,98034
10768,98178
10769,98024
10770,98065
10771,98103
10772,98058
10773,98144
10774,98117
10775,98106
10776,98092
10777,98027
10778,98118
10779,98053
10780,98103
10781,98007
10782,98075
10783,98133
10784,98155
10785,98075
10786,98001
10787,98045
10788,98065
10789,98115
10790,98075
10791,98038
10792,98177
10793,98058
10794,98075
10795,98027
10796,98034
10797,98033
10798,98029
10799,98106
10800,98052
10801,98144
10802,98001
10803,98027
10804,98003
10805,98117
10806,98118
10807,98034
10808,98005
10809,98028
10810,98103
10811,98034
10812,98042
10813,98105
10814,98155
10815,98199
10816,98053
10817,98006
10818,98032
10819,98144
10820,98059
10821,98006
10822,98058
10823,98038
10824,98053
10825,98155
10826,98007
10827,98136
10828,98034
10829,98118
10830,98103
10831,98033
10832,98006
10833,98106
10834,98056
10835,98075
10836,98042
10837,98133
10838,98023
10839,98166
10840,98133
10841,98092
10842,98033
10843,98112
10844,98106
10845,98103
10846,98115
10847,98038
10848,98028
10849,98136
10850,98136
10851,98133
10852,98168
10853,98146
10854,98103
10855,98092
10856,98008
10857,98178
10858,98075
10859,98007
10860,98065
10861,98031
10862,98115
10863,98116
10864,98053
10865,98155
10866,98023
10867,98117
10868,98023
10869,98059
10870,98005
10871,98038
10872,98042
10873,98059
10874,98115
10875,98056
10876,98052
10877,98125
10878,98059
10879,98122
10880,98075
10881,98188
10882,98103
10883,98065
10884,98052
10885,98031
10886,98005
10887,98092
10888,98199
10889,98072
10890,98198
10891,98008
10892,98031
10893,98168
10894,98092
10895,98059
10896,98059
10897,98166
10898,98144
10899,98055
10900,98042
10901,98011
10902,98117
10903,98133
10904,98199
10905,98155
10906,98033
10907,98006
10908,98038
10909,98118
10910,98011
10911,98168
10912,98031
10913,98010
10914,98031
10915,98118
10916,98077
10917,98072
10918,98004
10919,98119
10920,98188
10921,98006
10922,98106
10923,98178
10924,98106
10925,98023
10926,98112
10927,98006
10928,98038
10929,98122
10930,98023
10931,98023
10932,98178
10933,98198
10934,98027
10935,98115
10936,98125
10937,98005
10938,98005
10939,98074
10940,98040
10941,98144
10942,98106
10943,98033
10944,98133
10945,98030
10946,98136
10947,98075
10948,98042
10949,98028
10950,98166
10951,98136
10952,98155
10953,98003
10954,98007
10955,98125
10956,98074
10957,98106
10958,98023
10959,98023
10960,98077
10961,98077
10962,98004
10963,98106
10964,98188
10965,98075
10966,98178
10967,98155
10968,98117
10969,98115
10970,98122
10971,98030
10972,98117
10973,98118
10974,98117
10975,98105
10976,98028
10977,98125
10978,98092
10979,98031
10980,98056
10981,98027
10982,98011
10983,98034
10984,98199
10985,98122
10986,98075
10987,98033
10988,98166
10989,98056
10990,98075
10991,98177
10992,98133
10993,98006
10994,98155
10995,98029
10996,98118
10997,98027
10998,98075
10999,98122
11000,98006
11001,98052
11002,98198
11003,98040
11004,98028
11005,98008
11006,98055
11007,98023
11008,98177
11009,98115
11010,98115
11011,98003
11012,98199
11013,98117
11014,98019
11015,98118
11016,98178
11017,98059
11018,98038
11019,98166
11020,98072
11021,98019
11022,98065
11023,98042
11024,98027
11025,98034
11026,98022
11027,98023
11028,98074
11029,98077
11030,98075
11031,98115
11032,98126
11033,98118
11034,98168
11035,98052
11036,98146
11037,98116
11038,98103
11039,98052
11040,98107
11041,98103
11042,98144
11043,98006
11044,98027
11045,98031
11046,98034
11047,98155
11048,98001
11049,98119
11050,98155
11051,98118
11052,98038
11053,98117
11054,98028
11055,98001
11056,98070
11057,98199
11058,98118
11059,98119
11060,98022
11061,98010
11062,98074
11063,98177
11064,98040
11065,98024
11066,98103
11067,98146
11068,98133
11069,98155
11070,98011
11071,98199
11072,98003
11073,98006
11074,98053
11075,98007
11076,98103
11077,98030
11078,98103
11079,98115
11080,98045
11081,98146
11082,98117
11083,98178
11084,98074
11085,98038
11086,98040
11087,98146
11088,98059
11089,98053
11090,98034
11091,98027
11092,98030
11093,98042
11094,98058
11095,98103
11096,98002
11097,98117
11098,98005
11099,98033
11100,98027
11101,98034
11102,98001
11103,98001
11104,98074
11105,98144
11106,98155
11107,98006
11108,98038
11109,98027
11110,98052
11111,98116
11112,98031
11113,98112
11114,98052
11115,98019
11116,98199
11117,98115
11118,98117
11119,98118
11120,98031
11121,98059
11122,98133
11123,98119
11124,98058
11125,98155
11126,98030
11127,98028
11128,98065
11129,98126
11130,98112
11131,98006
11132,98146
11133,98006
11134,98023
11135,98109
11136,98117
11137,98106
11138,98133
11139,98059
11140,98052
11141,98115
11142,98177
11143,98118
11144,98118
11145,98106
11146,98116
11147,98023
11148,98038
11149,98103
11150,98028
11151,98136
11152,98027
11153,98168
11154,98056
11155,98103
11156,98112
11157,98027
11158,98006
11159,98042
11160,98031
11161,98103
11162,98023
11163,98116
11164,98168
11165,98030
11166,98116
11167,98042
11168,98033
11169,98168
11170,98146
11171,98065
11172,98106
11173,98002
11174,98125
11175,98136
11176,98042
11177,98032
11178,98107
11179,98029
11180,98075
11181,98004
11182,98053
11183,98102
11184,98042
11185,98092
11186,98198
11187,98040
11188,98006
11189,98002
11190,98155
11191,98136
11192,98109
11193,98118
11194,98177
11195,98027
11196,98055
11197,98116
11198,98122
11199,98118
11200,98027
11201,98052
11202,98115
11203,98075
11204,98003
11205,98034
11206,98074
11207,98055
11208,98006
11209,98133
11210,98059
11211,98034
11212,98033
11213,98004
11214,98019
11215,98006
11216,98119
11217,98052
11218,98115
11219,98053
11220,98033
11221,98118
11222,98155
11223,98038
11224,98029
11225,98117
11226,98027
11227,98031
11228,98075
11229,98136
11230,98125
11231,98022
11232,98053
11233,98042
11234,98177
11235,98092
11236,98053
11237,98038
11238,98075
11239,98058
11240,98107
11241,98042
11242,98136
11243,98112
11244,98024
11245,98166
11246,98003
11247,98029
11248,98034
11249,98075
11250,98042
11251,98115
11252,98075
11253,98040
11254,98034
11255,98034
11256,98042
11257,98072
11258,98065
11259,98122
11260,98105
11261,98103
11262,98115
11263,98107
11264,98027
11265,98019
11266,98178
11267,98125
11268,98144
11269,98178
11270,98033
11271,98103
11272,98117
11273,98116
11274,98023
11275,98029
11276,98003
11277,98031
11278,98002
11279,98188
11280,98075
11281,98168
11282,98006
11283,98006
11284,98108
11285,98117
11286,98077
11287,98144
11288,98053
11289,98112
11290,98117
11291,98155
11292,98166
11293,98010
11294,98034
11295,98029
11296,98052
11297,98075
11298,98027
11299,98032
11300,98055
11301,98019
11302,98040
11303,98072
11304,98116
11305,98155
11306,98112
11307,98059
11308,98032
11309,98146
11310,98033
11311,98029
11312,98038
11313,98038
11314,98038
11315,98052
11316,98005
11317,98031
11318,98136
11319,98040
11320,98166
11321,98133
11322,98136
11323,98119
11324,98115
11325,98005
11326,98027
11327,98077
11328,98028
11329,98144
11330,98059
11331,98117
11332,98199
11333,98074
11334,98199
11335,98006
11336,98030
11337,98006
11338,98053
11339,98059
11340,98005
11341,98004
11342,98199
11343,98056
11344,98072
11345,98023
11346,98038
11347,98023
11348,98155
11349,98052
11350,98136
11351,98045
11352,98055
11353,98003
11354,98006
11355,98030
11356,98053
11357,98023
11358,98117
11359,98027
11360,98052
11361,98103
11362,98107
11363,98023
11364,98042
11365,98014
11366,98042
11367,98059
11368,98103
11369,98119
11370,98058
11371,98136
11372,98168
11373,98027
11374,98155
11375,98119
11376,98126
11377,98052
11378,98118
11379,98106
11380,98029
11381,98177
11382,98105
11383,98144
11384,98199
11385,98031
11386,98126
11387,98023
11388,98126
11389,98146
11390,98075
11391,98166
11392,98052
11393,98116
11394,98028
11395,98077
11396,98115
11397,98144
11398,98178
11399,98042
11400,98177
11401,98133
11402,98023
11403,98053
11404,98023
11405,98198
11406,98001
11407,98125
11408,98052
11409,98005
11410,98056
11411,98059
11412,98122
11413,98004
11414,98122
11415,98107
11416,98024
11417,98034
11418,98022
11419,98075
11420,98065
11421,98022
11422,98092
11423,98177
11424,98001
11425,98065
11426,98115
11427,98103
11428,98136
11429,98198
11430,98116
11431,98024
11432,98166
11433,98103
11434,98102
11435,98034
11436,98008
11437,98052
11438,98006
11439,98103
11440,98074
11441,98199
11442,98148
11443,98014
11444,98003
11445,98168
11446,98001
11447,98106
11448,98024
11449,98102
11450,98107
11451,98103
11452,98034
11453,98052
11454,98103
11455,98055
11456,98023
11457,98107
11458,98023
11459,98106
11460,98122
11461,98056
11462,98028
11463,98027
11464,98117
11465,98107
11466,98001
11467,98198
11468,98034
11469,98074
11470,98059
11471,98031
11472,98040
11473,98177
11474,98023
11475,98072
11476,98019
11477,98052
11478,98112
11479,98168
11480,98034
11481,98008
11482,98112
11483,98092
11484,98155
11485,98122
11486,98133
11487,98058
11488,98052
11489,98077
11490,98117
11491,98034
11492,98038
11493,98055
11494,98075
11495,98125
11496,98115
11497,98119
11498,98115
11499,98107
11500,98065
11501,98155
11502,98105
11503,98106
11504,98027
11505,98178
11506,98118
11507,98148
11508,98042
11509,98023
11510,98033
11511,98188
11512,98117
11513,98107
11514,98045
11515,98115
11516,98075
11517,98116
11518,98053
11519,98056
11520,98117
11521,98034
11522,98053
11523,98052
11524,98116
11525,98117
11526,98058
11527,98059
11528,98133
11529,98116
11530,98065
